0.4338 	WARNING 	Movie2 stim could not be imported and won't be available
920.1228 	DATA 	Keypress: t
922.4133 	DATA 	Keypress: t
924.6668 	DATA 	Keypress: t
926.9631 	DATA 	Keypress: t
929.2130 	DATA 	Keypress: t
931.5130 	DATA 	Keypress: t
933.7628 	DATA 	Keypress: t
936.0263 	DATA 	Keypress: t
938.3126 	DATA 	Keypress: t
940.5701 	DATA 	Keypress: t
942.8626 	DATA 	Keypress: t
945.1140 	DATA 	Keypress: t
947.4124 	DATA 	Keypress: t
949.6622 	DATA 	Keypress: t
951.9622 	DATA 	Keypress: t
954.2121 	DATA 	Keypress: t
956.4736 	DATA 	Keypress: t
958.7618 	DATA 	Keypress: t
961.0183 	DATA 	Keypress: t
963.3119 	DATA 	Keypress: t
965.5621 	DATA 	Keypress: t
967.8617 	DATA 	Keypress: t
970.1114 	DATA 	Keypress: t
972.4114 	DATA 	Keypress: t
974.6612 	DATA 	Keypress: t
976.9218 	DATA 	Keypress: t
979.2110 	DATA 	Keypress: t
981.4655 	DATA 	Keypress: t
983.7610 	DATA 	Keypress: t
986.0108 	DATA 	Keypress: t
988.3109 	DATA 	Keypress: t
990.5606 	DATA 	Keypress: t
992.8254 	DATA 	Keypress: t
995.1104 	DATA 	Keypress: t
997.3688 	DATA 	Keypress: t
999.6602 	DATA 	Keypress: t
1001.9127 	DATA 	Keypress: t
1004.2103 	DATA 	Keypress: t
1006.4599 	DATA 	Keypress: t
1008.7602 	DATA 	Keypress: t
1011.0098 	DATA 	Keypress: t
1013.2723 	DATA 	Keypress: t
1015.5597 	DATA 	Keypress: t
1017.8160 	DATA 	Keypress: t
1020.1095 	DATA 	Keypress: t
1022.3599 	DATA 	Keypress: t
1024.6594 	DATA 	Keypress: t
1026.9091 	DATA 	Keypress: t
1029.2090 	DATA 	Keypress: t
1031.4590 	DATA 	Keypress: t
1033.7204 	DATA 	Keypress: t
1036.0088 	DATA 	Keypress: t
1038.2643 	DATA 	Keypress: t
1040.5586 	DATA 	Keypress: t
1042.8084 	DATA 	Keypress: t
1045.1084 	DATA 	Keypress: t
1047.3583 	DATA 	Keypress: t
1049.6238 	DATA 	Keypress: t
1051.9081 	DATA 	Keypress: t
1054.1675 	DATA 	Keypress: t
1056.4580 	DATA 	Keypress: t
1058.7115 	DATA 	Keypress: t
1061.0079 	DATA 	Keypress: t
1063.2577 	DATA 	Keypress: t
1065.5578 	DATA 	Keypress: t
1067.8075 	DATA 	Keypress: t
1070.0720 	DATA 	Keypress: t
1072.3574 	DATA 	Keypress: t
1074.6149 	DATA 	Keypress: t
1076.9072 	DATA 	Keypress: t
1079.1586 	DATA 	Keypress: t
1081.4572 	DATA 	Keypress: t
1083.7069 	DATA 	Keypress: t
1086.0068 	DATA 	Keypress: t
1088.2566 	DATA 	Keypress: t
1090.5182 	DATA 	Keypress: t
1092.8066 	DATA 	Keypress: t
1095.0621 	DATA 	Keypress: t
1097.3564 	DATA 	Keypress: t
1099.6062 	DATA 	Keypress: t
1101.9062 	DATA 	Keypress: t
1104.1561 	DATA 	Keypress: t
1106.4561 	DATA 	Keypress: t
1108.7059 	DATA 	Keypress: t
1110.9664 	DATA 	Keypress: t
1113.2557 	DATA 	Keypress: t
1115.5102 	DATA 	Keypress: t
1117.8055 	DATA 	Keypress: t
1120.0554 	DATA 	Keypress: t
1122.3555 	DATA 	Keypress: t
1124.6052 	DATA 	Keypress: t
1126.8709 	DATA 	Keypress: t
1129.1551 	DATA 	Keypress: t
1131.4137 	DATA 	Keypress: t
1133.7050 	DATA 	Keypress: t
1135.9574 	DATA 	Keypress: t
1138.2549 	DATA 	Keypress: t
1140.5049 	DATA 	Keypress: t
1142.8050 	DATA 	Keypress: t
1145.0545 	DATA 	Keypress: t
1147.3170 	DATA 	Keypress: t
1149.6043 	DATA 	Keypress: t
1151.8608 	DATA 	Keypress: t
1154.1543 	DATA 	Keypress: t
1156.4044 	DATA 	Keypress: t
1158.7040 	DATA 	Keypress: t
1160.9540 	DATA 	Keypress: t
1163.2538 	DATA 	Keypress: t
1165.5037 	DATA 	Keypress: t
1167.7641 	DATA 	Keypress: t
1170.0535 	DATA 	Keypress: t
1172.3079 	DATA 	Keypress: t
1174.6033 	DATA 	Keypress: t
1176.8532 	DATA 	Keypress: t
1179.1532 	DATA 	Keypress: t
1181.4030 	DATA 	Keypress: t
1183.6685 	DATA 	Keypress: t
1185.9532 	DATA 	Keypress: t
1188.2124 	DATA 	Keypress: t
1190.5025 	DATA 	Keypress: t
1192.7561 	DATA 	Keypress: t
1195.0525 	DATA 	Keypress: t
1197.3024 	DATA 	Keypress: t
1199.6024 	DATA 	Keypress: t
1201.8522 	DATA 	Keypress: t
1204.1157 	DATA 	Keypress: t
1206.4021 	DATA 	Keypress: t
1208.6594 	DATA 	Keypress: t
1210.9520 	DATA 	Keypress: t
1213.2031 	DATA 	Keypress: t
1215.5018 	DATA 	Keypress: t
1217.7517 	DATA 	Keypress: t
1220.0516 	DATA 	Keypress: t
1222.3013 	DATA 	Keypress: t
1224.5629 	DATA 	Keypress: t
1226.8513 	DATA 	Keypress: t
1229.1066 	DATA 	Keypress: t
1231.4012 	DATA 	Keypress: t
1233.6510 	DATA 	Keypress: t
1235.9508 	DATA 	Keypress: t
1238.2007 	DATA 	Keypress: t
1240.4662 	DATA 	Keypress: t
1242.7506 	DATA 	Keypress: t
1245.0101 	DATA 	Keypress: t
1247.3004 	DATA 	Keypress: t
1249.5539 	DATA 	Keypress: t
1251.8506 	DATA 	Keypress: t
1254.1001 	DATA 	Keypress: t
1256.4002 	DATA 	Keypress: t
1258.6500 	DATA 	Keypress: t
1260.9143 	DATA 	Keypress: t
1263.1998 	DATA 	Keypress: t
1265.4582 	DATA 	Keypress: t
1267.7497 	DATA 	Keypress: t
1270.0021 	DATA 	Keypress: t
1272.2995 	DATA 	Keypress: t
1274.5496 	DATA 	Keypress: t
1276.8494 	DATA 	Keypress: t
1279.0992 	DATA 	Keypress: t
1281.3616 	DATA 	Keypress: t
1283.6490 	DATA 	Keypress: t
1285.9053 	DATA 	Keypress: t
1288.1989 	DATA 	Keypress: t
1290.4493 	DATA 	Keypress: t
1292.7488 	DATA 	Keypress: t
1294.9985 	DATA 	Keypress: t
1297.2986 	DATA 	Keypress: t
1299.5483 	DATA 	Keypress: t
1301.8088 	DATA 	Keypress: t
1304.0982 	DATA 	Keypress: t
1306.3526 	DATA 	Keypress: t
1308.6481 	DATA 	Keypress: t
1310.8979 	DATA 	Keypress: t
1313.1980 	DATA 	Keypress: t
1315.4477 	DATA 	Keypress: t
1317.7121 	DATA 	Keypress: t
1319.9975 	DATA 	Keypress: t
1322.2565 	DATA 	Keypress: t
1324.5473 	DATA 	Keypress: t
1326.7998 	DATA 	Keypress: t
1329.0973 	DATA 	Keypress: t
1331.3470 	DATA 	Keypress: t
1333.6471 	DATA 	Keypress: t
1335.8970 	DATA 	Keypress: t
1338.1603 	DATA 	Keypress: t
1340.4467 	DATA 	Keypress: t
1342.7041 	DATA 	Keypress: t
1344.9967 	DATA 	Keypress: t
1347.2480 	DATA 	Keypress: t
1349.5465 	DATA 	Keypress: t
1351.7963 	DATA 	Keypress: t
1354.0963 	DATA 	Keypress: t
1356.3461 	DATA 	Keypress: t
1358.6076 	DATA 	Keypress: t
1360.8959 	DATA 	Keypress: t
1363.1514 	DATA 	Keypress: t
1365.4458 	DATA 	Keypress: t
1367.6955 	DATA 	Keypress: t
1369.9956 	DATA 	Keypress: t
1372.2454 	DATA 	Keypress: t
1374.5109 	DATA 	Keypress: t
1376.7952 	DATA 	Keypress: t
1379.0547 	DATA 	Keypress: t
1381.3451 	DATA 	Keypress: t
1383.5986 	DATA 	Keypress: t
1385.8950 	DATA 	Keypress: t
1388.1448 	DATA 	Keypress: t
1390.4448 	DATA 	Keypress: t
1392.6947 	DATA 	Keypress: t
1394.9581 	DATA 	Keypress: t
1397.2445 	DATA 	Keypress: t
1399.5019 	DATA 	Keypress: t
1401.7943 	DATA 	Keypress: t
1404.0457 	DATA 	Keypress: t
1406.3443 	DATA 	Keypress: t
1408.5945 	DATA 	Keypress: t
1410.8939 	DATA 	Keypress: t
1413.1438 	DATA 	Keypress: t
