0.3463 	WARNING 	Movie2 stim could not be imported and won't be available
502.1055 	DATA 	Keypress: t
504.3774 	DATA 	Keypress: t
506.6494 	DATA 	Keypress: t
508.9213 	DATA 	Keypress: t
511.1933 	DATA 	Keypress: t
513.4651 	DATA 	Keypress: t
515.7371 	DATA 	Keypress: t
518.0091 	DATA 	Keypress: t
520.2810 	DATA 	Keypress: t
522.5530 	DATA 	Keypress: t
524.8248 	DATA 	Keypress: t
527.0968 	DATA 	Keypress: t
529.3688 	DATA 	Keypress: t
531.6407 	DATA 	Keypress: t
533.9127 	DATA 	Keypress: t
536.1845 	DATA 	Keypress: t
538.4565 	DATA 	Keypress: t
540.7285 	DATA 	Keypress: t
543.0004 	DATA 	Keypress: t
545.2723 	DATA 	Keypress: t
547.5445 	DATA 	Keypress: t
549.8163 	DATA 	Keypress: t
552.0884 	DATA 	Keypress: t
554.3601 	DATA 	Keypress: t
556.6330 	DATA 	Keypress: t
558.9050 	DATA 	Keypress: t
561.1768 	DATA 	Keypress: t
563.4489 	DATA 	Keypress: t
565.7208 	DATA 	Keypress: t
567.9927 	DATA 	Keypress: t
570.2646 	DATA 	Keypress: t
572.5366 	DATA 	Keypress: t
574.8086 	DATA 	Keypress: t
577.0806 	DATA 	Keypress: t
579.3524 	DATA 	Keypress: t
581.6244 	DATA 	Keypress: t
583.8963 	DATA 	Keypress: t
586.1683 	DATA 	Keypress: t
588.4402 	DATA 	Keypress: t
590.7122 	DATA 	Keypress: t
592.9841 	DATA 	Keypress: t
595.2562 	DATA 	Keypress: t
597.5280 	DATA 	Keypress: t
599.7998 	DATA 	Keypress: t
602.0718 	DATA 	Keypress: t
604.3438 	DATA 	Keypress: t
606.6157 	DATA 	Keypress: t
608.8877 	DATA 	Keypress: t
611.1596 	DATA 	Keypress: t
613.4315 	DATA 	Keypress: t
615.7035 	DATA 	Keypress: t
617.9753 	DATA 	Keypress: t
620.2474 	DATA 	Keypress: t
622.5193 	DATA 	Keypress: t
624.7912 	DATA 	Keypress: t
627.0632 	DATA 	Keypress: t
629.3361 	DATA 	Keypress: t
631.6081 	DATA 	Keypress: t
633.8800 	DATA 	Keypress: t
636.1519 	DATA 	Keypress: t
638.4239 	DATA 	Keypress: t
640.6957 	DATA 	Keypress: t
642.9677 	DATA 	Keypress: t
645.2397 	DATA 	Keypress: t
647.5116 	DATA 	Keypress: t
649.7835 	DATA 	Keypress: t
652.0556 	DATA 	Keypress: t
654.3275 	DATA 	Keypress: t
656.5995 	DATA 	Keypress: t
658.8714 	DATA 	Keypress: t
661.1433 	DATA 	Keypress: t
663.4152 	DATA 	Keypress: t
665.6872 	DATA 	Keypress: t
667.9591 	DATA 	Keypress: t
670.2310 	DATA 	Keypress: t
672.5030 	DATA 	Keypress: t
674.7749 	DATA 	Keypress: t
677.0469 	DATA 	Keypress: t
679.3188 	DATA 	Keypress: t
681.5907 	DATA 	Keypress: t
683.8627 	DATA 	Keypress: t
686.1345 	DATA 	Keypress: t
688.4065 	DATA 	Keypress: t
690.6785 	DATA 	Keypress: t
692.9504 	DATA 	Keypress: t
695.2224 	DATA 	Keypress: t
697.4943 	DATA 	Keypress: t
699.7663 	DATA 	Keypress: t
702.0381 	DATA 	Keypress: t
704.3101 	DATA 	Keypress: t
706.5821 	DATA 	Keypress: t
708.8550 	DATA 	Keypress: t
711.1270 	DATA 	Keypress: t
713.3989 	DATA 	Keypress: t
715.6708 	DATA 	Keypress: t
717.9427 	DATA 	Keypress: t
720.2147 	DATA 	Keypress: t
722.4867 	DATA 	Keypress: t
724.7585 	DATA 	Keypress: t
727.0306 	DATA 	Keypress: t
729.3025 	DATA 	Keypress: t
731.5744 	DATA 	Keypress: t
733.8464 	DATA 	Keypress: t
736.1183 	DATA 	Keypress: t
738.3902 	DATA 	Keypress: t
740.6624 	DATA 	Keypress: t
742.9341 	DATA 	Keypress: t
745.2061 	DATA 	Keypress: t
747.4780 	DATA 	Keypress: t
749.7499 	DATA 	Keypress: t
752.0218 	DATA 	Keypress: t
754.2938 	DATA 	Keypress: t
756.5657 	DATA 	Keypress: t
758.8377 	DATA 	Keypress: t
761.1099 	DATA 	Keypress: t
763.3815 	DATA 	Keypress: t
765.6535 	DATA 	Keypress: t
767.9254 	DATA 	Keypress: t
770.1974 	DATA 	Keypress: t
772.4693 	DATA 	Keypress: t
774.7412 	DATA 	Keypress: t
777.0131 	DATA 	Keypress: t
779.2851 	DATA 	Keypress: t
781.5571 	DATA 	Keypress: t
783.8289 	DATA 	Keypress: t
786.1009 	DATA 	Keypress: t
788.3739 	DATA 	Keypress: t
790.6459 	DATA 	Keypress: t
792.9177 	DATA 	Keypress: t
795.1898 	DATA 	Keypress: t
797.4617 	DATA 	Keypress: t
799.7336 	DATA 	Keypress: t
802.0055 	DATA 	Keypress: t
804.2775 	DATA 	Keypress: t
806.5494 	DATA 	Keypress: t
808.8214 	DATA 	Keypress: t
811.0933 	DATA 	Keypress: t
