0.3020 	WARNING 	Movie2 stim could not be imported and won't be available
533.6355 	DATA 	Keypress: t
535.8853 	DATA 	Keypress: t
538.1466 	DATA 	Keypress: t
540.4351 	DATA 	Keypress: t
542.6885 	DATA 	Keypress: t
544.9850 	DATA 	Keypress: t
547.2350 	DATA 	Keypress: t
549.5002 	DATA 	Keypress: t
551.7848 	DATA 	Keypress: t
554.0422 	DATA 	Keypress: t
556.3348 	DATA 	Keypress: t
558.5847 	DATA 	Keypress: t
560.8847 	DATA 	Keypress: t
563.1345 	DATA 	Keypress: t
565.3962 	DATA 	Keypress: t
567.6844 	DATA 	Keypress: t
569.9377 	DATA 	Keypress: t
572.2344 	DATA 	Keypress: t
574.4843 	DATA 	Keypress: t
576.7495 	DATA 	Keypress: t
579.0341 	DATA 	Keypress: t
581.2913 	DATA 	Keypress: t
583.5840 	DATA 	Keypress: t
585.8339 	DATA 	Keypress: t
588.1339 	DATA 	Keypress: t
590.3839 	DATA 	Keypress: t
592.6452 	DATA 	Keypress: t
594.9337 	DATA 	Keypress: t
597.1870 	DATA 	Keypress: t
599.4837 	DATA 	Keypress: t
601.7342 	DATA 	Keypress: t
603.9989 	DATA 	Keypress: t
606.2833 	DATA 	Keypress: t
608.5407 	DATA 	Keypress: t
610.8333 	DATA 	Keypress: t
613.0832 	DATA 	Keypress: t
615.3831 	DATA 	Keypress: t
617.6332 	DATA 	Keypress: t
619.8943 	DATA 	Keypress: t
622.1829 	DATA 	Keypress: t
624.4363 	DATA 	Keypress: t
626.7328 	DATA 	Keypress: t
628.9828 	DATA 	Keypress: t
631.2481 	DATA 	Keypress: t
633.5327 	DATA 	Keypress: t
635.7898 	DATA 	Keypress: t
638.0826 	DATA 	Keypress: t
640.3325 	DATA 	Keypress: t
642.6324 	DATA 	Keypress: t
644.8823 	DATA 	Keypress: t
647.1435 	DATA 	Keypress: t
649.4322 	DATA 	Keypress: t
651.6854 	DATA 	Keypress: t
653.9821 	DATA 	Keypress: t
656.2320 	DATA 	Keypress: t
658.4976 	DATA 	Keypress: t
660.7820 	DATA 	Keypress: t
